Split,Dialogue_ID,Utterance_ID,Speaker,Utterance,Emotion
train,Ses01F_impro01,Ses01F_impro01_M011,M,I don't understand why this is so complicated for people when they get here.  It's just a simple form.  I just need an ID.,anger
train,Ses01F_impro01,Ses01F_impro01_M012,M,Actually too long.,undecided
train,Ses01F_impro01,Ses01F_impro01_M013,M,Yeah.  Do you want to see my supervisor?  Huh? Yeah.  Do you want to see my supervisor?  Fine.  I'll be right back.,anger
train,Ses01F_impro02,Ses01F_impro02_F000,F,Did you get the mail? So you saw my letter?,sadness
train,Ses01F_impro02,Ses01F_impro02_F001,F,Yeah.  I know.,sadness
train,Ses01F_impro02,Ses01F_impro02_F002,F,I don't know.  I put in that. request too. They didn't...,sadness
train,Ses01F_impro02,Ses01F_impro02_F003,F,"I guess, you know, everybody has to make sacrifices.",neutral
train,Ses01F_impro02,Ses01F_impro02_F004,F,"There's people that have given more though, you know?",sadness
train,Ses01F_impro02,Ses01F_impro02_F005,F,I know.,sadness
train,Ses01F_impro02,Ses01F_impro02_F006,F,"There's babies over there, though, that need mothers.",neutral
train,Ses01F_impro02,Ses01F_impro02_F007,F,"I'm not okay with it, but I don't-- it's not like I have a choice.  I don't see what crying about it is going to fix.",undecided
train,Ses01F_impro02,Ses01F_impro02_F008,F,"Just, you know, kicking myself.",sadness
train,Ses01F_impro02,Ses01F_impro02_F009,F,like you sign up because you need money and,undecided
train,Ses01F_impro02,Ses01F_impro02_F010,F,things just aren't what they seem.,sadness
train,Ses01F_impro02,Ses01F_impro02_F011,F,"We're doing the right thing, though.",undecided
train,Ses01F_impro02,Ses01F_impro02_F012,F,"If not me then, who?",sadness
train,Ses01F_impro02,Ses01F_impro02_F013,F,"You'll videotape everything, yeah?",sadness
train,Ses01F_impro02,Ses01F_impro02_F014,F,"Maybe you can send it to me, like stream it, yeah?",sadness
train,Ses01F_impro02,Ses01F_impro02_F015,F,Last month--  Yeah.,sadness
train,Ses01F_impro02,Ses01F_impro02_F016,F,I have to find sitters.,neutral
train,Ses01F_impro02,Ses01F_impro02_F017,F,"We've got friends, that's why we moved here, huh?  Because there is a day care down the street.",sadness
train,Ses01F_impro02,Ses01F_impro02_F018,F,And your mother is close by.,neutral
train,Ses01F_impro02,Ses01F_impro02_F019,F,I'll send you lots of letters.,sadness
train,Ses01F_impro02,Ses01F_impro02_F020,F,And I want lots and lots and lots of pictures.,sadness
train,Ses01F_impro02,Ses01F_impro02_M000,M,It's not fair.,undecided
train,Ses01F_impro02,Ses01F_impro02_M001,M,"I don't understand.  You've already done so much, I don't know why do you have to go back.",sadness
train,Ses01F_impro02,Ses01F_impro02_M002,M,"I don't know, it's just not fair.  I think you've already made your sacrifice.",undecided
train,Ses01F_impro02,Ses01F_impro02_M003,M,I just don't see how they can make you leave when you have a new baby - we have a new kid.,frustration
train,Ses01F_impro02,Ses01F_impro02_M004,M,Then why is that fair?  Why--,undecided
train,Ses01F_impro02,Ses01F_impro02_M005,M,I don't know how you can be okay with this?  I don't know why you're not-- you're fine with it.,sadness
train,Ses01F_impro02,Ses01F_impro02_M006,M,I'm just trying to think of another way.  I'm just trying to...,undecided
train,Ses01F_impro02,Ses01F_impro02_M007,M,This is a stupid war.,undecided
train,Ses01F_impro02,Ses01F_impro02_M008,M,I know.,frustration
train,Ses01F_impro02,Ses01F_impro02_M009,M,I just don't see why it has to be you.,sadness
train,Ses01F_impro02,Ses01F_impro02_M010,M,What am I going to do? Huh?,sadness
train,Ses01F_impro02,Ses01F_impro02_M011,M,Yeah.,sadness
train,Ses01F_impro02,Ses01F_impro02_M012,M,Don't you guys have access to computers over there.,neutral
train,Ses01F_impro02,Ses01F_impro02_M013,M,I just don't know how I'm going to do it without you.,sadness
train,Ses01F_impro02,Ses01F_impro02_M014,M,I can't raise a baby by myself.  How?,sadness
train,Ses01F_impro02,Ses01F_impro02_M015,M,I know.,neutral
train,Ses01F_impro02,Ses01F_impro02_M016,M,It's just not fair.,frustration
train,Ses01F_impro03,Ses01F_impro03_F000,F,Well Vegas was awesome.,happiness
train,Ses01F_impro03,Ses01F_impro03_F001,F,"And, um, I got married.",happiness
train,Ses01F_impro03,Ses01F_impro03_F002,F,Yeah.  In the old town part.,happiness
train,Ses01F_impro03,Ses01F_impro03_F003,F,Chuck. [LAUGHTER],undecided
train,Ses01F_impro03,Ses01F_impro03_F004,F,Um- Yes.  It was very romantic.,happiness
train,Ses01F_impro03,Ses01F_impro03_F005,F,It was at the slot machines.,happiness
train,Ses01F_impro03,Ses01F_impro03_F006,F,"Uhuh, uhuh.  He won big and he-and he realized that the only thing that would make it better was me as his bride.",happiness
train,Ses01F_impro03,Ses01F_impro03_F007,F,Hey.  Let's get married and I said okay.,undecided
train,Ses01F_impro03,Ses01F_impro03_F008,F,"Yeah.  Well.  You know, because he's leaving the next day.",happiness
train,Ses01F_impro03,Ses01F_impro03_F009,F,But we're going to have a honeymoon cruise.,happiness
train,Ses01F_impro03,Ses01F_impro03_F010,F,Oh.  I hadn't even thought about that.,happiness
train,Ses01F_impro03,Ses01F_impro03_F011,F,"He's not going to be a citizen, though.",undecided
train,Ses01F_impro03,Ses01F_impro03_F012,F,Oh.  Totally.,happiness
train,Ses01F_impro03,Ses01F_impro03_F013,F,I guess I'll-  I guess I'll have an internet husband.[LAUGHTER],happiness
train,Ses01F_impro03,Ses01F_impro03_F014,F,I have an internet boyfriend.  I guess I'll have to juggle the two.  Is that cheating?  I don't know. Hmm.,undecided
train,Ses01F_impro03,Ses01F_impro03_F015,F,"Yeah, so [LAUGHTER] He's calling me now",excited
train,Ses01F_impro03,Ses01F_impro03_F016,F,"He likes to keep tabs, you know.",happiness
train,Ses01F_impro03,Ses01F_impro03_F017,F,"Uh, I think seven hundred and fifty dollars.",neutral
train,Ses01F_impro03,Ses01F_impro03_F018,F,Penny slots. That's what he plays.,neutral
train,Ses01F_impro03,Ses01F_impro03_F019,F,Yeah.,neutral
train,Ses01F_impro03,Ses01F_impro03_F020,F,Oh.,undecided
train,Ses01F_impro03,Ses01F_impro03_F021,F,Yeah.  We played Wheel of Fortune pennies.  It's like a giant thing with like-,happiness
train,Ses01F_impro03,Ses01F_impro03_F022,F,Fifty bucks. Mmhmm.,neutral
train,Ses01F_impro03,Ses01F_impro03_F023,F,Yeah.,neutral
train,Ses01F_impro03,Ses01F_impro03_F024,F,Well so now we're married. We have cat children.,happiness
train,Ses01F_impro03,Ses01F_impro03_F025,F,"We renamed Brenda, Lumber Janet.",happiness
train,Ses01F_impro03,Ses01F_impro03_F026,F,She needs a new name each state that we go into. [LAUGHTER],happiness
train,Ses01F_impro03,Ses01F_impro03_M000,M,So what's up?  What's new?,neutral
train,Ses01F_impro03,Ses01F_impro03_M001,M,Yeah.  I heard.,neutral
train,Ses01F_impro03,Ses01F_impro03_M002,M,Shut up.  No- in Vegas?,surprise
train,Ses01F_impro03,Ses01F_impro03_M003,M,Who did you marry?,excited
train,Ses01F_impro03,Ses01F_impro03_M004,M,Did you propose to you?,undecided
train,Ses01F_impro03,Ses01F_impro03_M005,M,Oh.  The Wheel of Fortune slots?,undecided
train,Ses01F_impro03,Ses01F_impro03_M006,M,He turned to you and was like...,neutral
train,Ses01F_impro03,Ses01F_impro03_M007,M,[LAUGHTER] That's really romantic.,happiness
train,Ses01F_impro03,Ses01F_impro03_M008,M,Yeah.,neutral
train,Ses01F_impro03,Ses01F_impro03_M009,M,"Does that mean that you're going to get citizenship, too, in- in England or whatever?",neutral
train,Ses01F_impro03,Ses01F_impro03_M010,M,Yeah.  Think about that.,undecided
train,Ses01F_impro03,Ses01F_impro03_M011,M,Yeah.  But he'll have like a long visa.  Can you go visit then for a long time?,neutral
train,Ses01F_impro03,Ses01F_impro03_M012,M,"Oh, how are you going to do the long distance thing?  So wait, are you going to move there?",undecided
train,Ses01F_impro03,Ses01F_impro03_M013,M,Like you need another one of those.[LAUGHTER],happiness
train,Ses01F_impro03,Ses01F_impro03_M014,M,Is that your phone?,happiness
train,Ses01F_impro03,Ses01F_impro03_M015,M,He loves you.,happiness
train,Ses01F_impro03,Ses01F_impro03_M016,M,How much did he win at the slot?,neutral
train,Ses01F_impro03,Ses01F_impro03_M017,M,Really? Penny slots?,surprise
train,Ses01F_impro03,Ses01F_impro03_M018,M,Wow.,surprise
train,Ses01F_impro03,Ses01F_impro03_M019,M,I'm a big fan of the Wheel of Fortune quarters. But it just costs so much.  I don't know.,neutral
train,Ses01F_impro03,Ses01F_impro03_M020,M,"But the pennies always get you because you end up spending like, you know, fifty bucks.",neutral
train,Ses01F_impro03,Ses01F_impro03_M021,M,"like, wait, but it's just pennies.  You're like, wait a minute I'm on to you.",neutral
train,Ses01F_impro03,Ses01F_impro03_M022,M,Awesome.,excited
train,Ses01F_impro03,Ses01F_impro03_M023,M,[LAUGHTER] Cat babies.,happiness
train,Ses01F_impro03,Ses01F_impro03_M024,M,That's fair enough.,neutral
train,Ses01F_impro04,Ses01F_impro04_F000,F,"Uh, what?  Craig's List?  Oh the internet thing?",neutral
train,Ses01F_impro04,Ses01F_impro04_F001,F,I don't know.  Isn't that-- that's all like escort services and things like that.,neutral
train,Ses01F_impro04,Ses01F_impro04_F002,F,"I don't know.  I mean I've been looking for so long that I just figured that--  I mean, I think things like Monster are a lot more reliable than just some random free board.",frustration
train,Ses01F_impro04,Ses01F_impro04_F003,F,What kind of a job?,undecided
train,Ses01F_impro04,Ses01F_impro04_F004,F,Really?,undecided
train,Ses01F_impro04,Ses01F_impro04_F005,F,He just...,neutral
train,Ses01F_impro04,Ses01F_impro04_F006,F,you know what?  I heard about that job.  I applied for that.,neutral
train,Ses01F_impro04,Ses01F_impro04_F007,F,Yeah.  I saw a posting at the theatre.,frustration
train,Ses01F_impro04,Ses01F_impro04_F008,F,He got it?,undecided
train,Ses01F_impro04,Ses01F_impro04_F009,F,Yeah.,neutral
train,Ses01F_impro04,Ses01F_impro04_F010,F,What did he do?  What was so great?  I don't understand why they would pick him over me.,undecided
train,Ses01F_impro04,Ses01F_impro04_F011,F,A resume?,undecided
train,Ses01F_impro04,Ses01F_impro04_F012,F,No.,undecided
train,Ses01F_impro04,Ses01F_impro04_F013,F,I just- I mean I call people up and I tell them what I'm good at.,neutral
train,Ses01F_impro04,Ses01F_impro04_F014,F,Yeah.,neutral
train,Ses01F_impro04,Ses01F_impro04_F015,F,I don't like- I don't like sending things in the mail.  I don't want my information out there.,undecided
train,Ses01F_impro04,Ses01F_impro04_F016,F,I'm there in front of them.  I'm telling them what I'm good at.,frustration
train,Ses01F_impro04,Ses01F_impro04_F017,F,Why?  It's a piece of paper.,frustration
train,Ses01F_impro04,Ses01F_impro04_F018,F,"I just don't want this paper trail, you know.  I just don't want things following me around, like-.",frustration
train,Ses01F_impro04,Ses01F_impro04_F019,F,"It's just-- You know, I've had this problem before.  You're not the first person to tell me that I need a resume but...",frustration
train,Ses01F_impro04,Ses01F_impro04_F020,F,..I just-..I just think it's kind of prejudiced and they are really discriminating against people who just aren't that way.,undecided
train,Ses01F_impro04,Ses01F_impro04_F021,F,"That's baloney, that's baloney.",frustration
train,Ses01F_impro04,Ses01F_impro04_F022,F,Please.,frustration
train,Ses01F_impro04,Ses01F_impro04_F023,F,you think that you're better than me because I don't have a car?,frustration
train,Ses01F_impro04,Ses01F_impro04_F024,F,"You know, you're riding the bus, too.",frustration
train,Ses01F_impro04,Ses01F_impro04_F025,F,Why?  What choice?,frustration
train,Ses01F_impro04,Ses01F_impro04_F026,F,You're saving the environment. mmhmm,frustration
train,Ses01F_impro04,Ses01F_impro04_F027,F,Interesting.  That's fantastic.,frustration
train,Ses01F_impro04,Ses01F_impro04_F028,F,I'm not frustrated.,anger
train,Ses01F_impro04,Ses01F_impro04_F029,F,Who do you think you are?,anger
train,Ses01F_impro04,Ses01F_impro04_F030,F,You are so high and mighty.  I just--,anger
train,Ses01F_impro04,Ses01F_impro04_F031,F,Oh.  I'm saving the environment. I'm riding this car because I- I want to.,anger
train,Ses01F_impro04,Ses01F_impro04_F032,F,"The bus, I'm riding the bus because I want to.",anger
train,Ses01F_impro04,Ses01F_impro04_F033,F,I can not-- you are not here by choice.  Nobody would ride this bus by choice.,anger
train,Ses01F_impro04,Ses01F_impro04_M000,M,"Have you tried, uh, Craig's List?",neutral
train,Ses01F_impro04,Ses01F_impro04_M001,M,Yeah.,neutral
train,Ses01F_impro04,Ses01F_impro04_M002,M,No.  There's regular jobs on there.,neutral
train,Ses01F_impro04,Ses01F_impro04_M003,M,Uh huh.,neutral
train,Ses01F_impro04,Ses01F_impro04_M004,M,I'm just saying I have a friend that got a good job on it so I was just recommending it.,neutral
train,Ses01F_impro04,Ses01F_impro04_M005,M,He's like a manager for a theatre.,neutral
train,Ses01F_impro04,Ses01F_impro04_M006,M,He's like a house manager. Yeah.  It's a good job.,neutral
train,Ses01F_impro04,Ses01F_impro04_M007,M,You did?,neutral
train,Ses01F_impro04,Ses01F_impro04_M008,M,Yeah.,neutral
train,Ses01F_impro04,Ses01F_impro04_M009,M,You've been looking for a job for a long time; that was a long time ago.  Right?,neutral
train,Ses01F_impro04,Ses01F_impro04_M010,M,Hmm.,neutral
train,Ses01F_impro04,Ses01F_impro04_M011,M,I don't know.  He had a really good resume I guess and--,neutral
train,Ses01F_impro04,Ses01F_impro04_M012,M,Yeah.  Do you have a resume?,neutral
train,Ses01F_impro04,Ses01F_impro04_M013,M,It's kind of helpful when getting a job.,neutral
train,Ses01F_impro04,Ses01F_impro04_M014,M,Well maybe we should sit down some time and you can just tell me all the stuff that you have done and I'll write it out.,neutral
train,Ses01F_impro04,Ses01F_impro04_M015,M,"No.  You can- or you can just bring it in person.  But they need, generally, something to see, you know, what kind of what that you've done, what kind of--",neutral
train,Ses01F_impro04,Ses01F_impro04_M016,M,"Yeah.  But the piece of paper helps, too.",neutral
train,Ses01F_impro04,Ses01F_impro04_M017,M,"No.  But it has an outline, you know.",neutral
train,Ses01F_impro04,Ses01F_impro04_M018,M,"I know.  Okay.  Well, um. Maybe--",neutral
train,Ses01F_impro04,Ses01F_impro04_M019,M,Yeah.,neutral
train,Ses01F_impro04,Ses01F_impro04_M020,M,"Okay, yeah.  I would imagine.",neutral
train,Ses01F_impro04,Ses01F_impro04_M021,M,"Well, sometimes you have to do things that you don't necessarily like to do to have a job. But the job affords you money, you won't have to be taking the bus right now.",neutral
train,Ses01F_impro04,Ses01F_impro04_M022,M,maybe get a car.,neutral
train,Ses01F_impro04,Ses01F_impro04_M023,M,"I just, you know, think you should try a little harder maybe.",neutral
train,Ses01F_impro04,Ses01F_impro04_M024,M,I didn't say that.,neutral
train,Ses01F_impro04,Ses01F_impro04_M025,M,"I am riding the bus, but by choice.",neutral
train,Ses01F_impro04,Ses01F_impro04_M026,M,"To save the environment, carpool.",neutral
train,Ses01F_impro04,Ses01F_impro04_M027,M,Yes.  One less car at a time.,neutral
train,Ses01F_impro04,Ses01F_impro04_M028,M,Mmhmm.,neutral
train,Ses01F_impro04,Ses01F_impro04_M029,M,"You know, you don't have to take out your frustration on me, you know, just because...",frustration
train,Ses01F_impro04,Ses01F_impro04_M030,M,...you can't get a job and refuse to have a resume.,frustration
train,Ses01F_impro04,Ses01F_impro04_M031,M,I don't think I'm anyone.,neutral
train,Ses01F_impro04,Ses01F_impro04_M032,M,I- I-I didn't-- okay.,neutral
train,Ses01F_impro04,Ses01F_impro04_M033,M,What?  No.,undecided
train,Ses01F_impro04,Ses01F_impro04_M034,M,What? Oh.  So now you're...,frustration
train,Ses01F_impro04,Ses01F_impro04_M035,M,you know what?  You don't have to take your anger and your hurt out on me.,frustration
train,Ses01F_impro04,Ses01F_impro04_M036,M,Why not?,undecided
train,Ses01F_impro05,Ses01F_impro05_F000,F,Hi.,frustration
train,Ses01F_impro05,Ses01F_impro05_F001,F,Yeah. This is the fourth line that I have been in.,frustration
train,Ses01F_impro05,Ses01F_impro05_F002,F,I need my bag.,frustration
train,Ses01F_impro05,Ses01F_impro05_F003,F,"I flew in over three hours ago, I've been in four different lines.",frustration
train,Ses01F_impro05,Ses01F_impro05_F004,F,I waited the entire baggage- I waited for the whole baggage carousel four times.  They told me to go to the next one.  I waited through that for three planes and now I'm here.,frustration
train,Ses01F_impro05,Ses01F_impro05_F005,F,Nash.,frustration
train,Ses01F_impro05,Ses01F_impro05_F006,F,No G.,undecided
train,Ses01F_impro05,Ses01F_impro05_F007,F,Yes.,frustration
train,Ses01F_impro05,Ses01F_impro05_F008,F,Flight seven fourteen.,anger
train,Ses01F_impro05,Ses01F_impro05_F009,F,"Am I going to be getting, like, free tickets, free mileage. When can I expect my bag here?",anger
train,Ses01F_impro05,Ses01F_impro05_F010,F,"Oh, Are you kidding me?",undecided
train,Ses01F_impro05,Ses01F_impro05_F011,F,Is this a joke?,anger
train,Ses01F_impro05,Ses01F_impro05_F012,F,"Are there candid cameras?  Is this that movie? There's that show, right?  Airplane, airline.",anger
train,Ses01F_impro05,Ses01F_impro05_F013,F,So you'll give me money and then I'll get my bag?,undecided
train,Ses01F_impro05,Ses01F_impro05_F014,F,"You're kidding me, this is a joke.",anger
train,Ses01F_impro05,Ses01F_impro05_F015,F,Do you have any idea-- fifty dollars?  That's supposed to replace everything that I have?  Do you understand how much I have packed in there? Not only does it have sentimental value; it can't be replaced like that.  It was incredibly expensive.,anger
train,Ses01F_impro05,Ses01F_impro05_F016,F,We flew in from Paris.  I've been shopping for three weeks.,anger
train,Ses01F_impro05,Ses01F_impro05_F017,F,I don't care what you're freaking sign says.  Somebody- Somebody needs to replace everything I've got there and give me money for my inconvenience.,anger
train,Ses01F_impro05,Ses01F_impro05_F018,F,Do you understand who my husband is?,anger
train,Ses01F_impro05,Ses01F_impro05_F019,F,"If you're- if you're- if you're looking for a lawsuit, baby, you've found it.",anger
train,Ses01F_impro05,Ses01F_impro05_F020,F,Oh-Oh.  It's a gift.  You're-You're helping me out here?,anger
train,Ses01F_impro05,Ses01F_impro05_F021,F,You are cruising for a bruising.  You are in so much trouble.,anger
train,Ses01F_impro05,Ses01F_impro05_F022,F,Who's in charge?  Who is the president of Jet Blue?,anger
train,Ses01F_impro05,Ses01F_impro05_F023,F,Because I probably know him.,anger
train,Ses01F_impro05,Ses01F_impro05_F024,F,Yeah.,anger
train,Ses01F_impro05,Ses01F_impro05_F025,F,"I don't want money, I want my clothes.",anger
train,Ses01F_impro05,Ses01F_impro05_F026,F,What's your name?,anger
train,Ses01F_impro05,Ses01F_impro05_F027,F,Sean.  Great. Do you have a badge number or something?,undecided
train,Ses01F_impro05,Ses01F_impro05_F028,F,Okay.  I'll do that.,anger
train,Ses01F_impro05,Ses01F_impro05_F029,F,I don't think you have done everything you could do because I don't have my bag here yet.,anger
train,Ses01F_impro05,Ses01F_impro05_F030,F,A letter? I'll make a personal phone call.,anger
train,Ses01F_impro05,Ses01F_impro05_M000,M,Hi.  Thanks for waiting.,neutral
train,Ses01F_impro05,Ses01F_impro05_M001,M,Can I help you?,happiness
train,Ses01F_impro05,Ses01F_impro05_M002,M,Uh huh.,happiness
train,Ses01F_impro05,Ses01F_impro05_M003,M,Okay.,neutral
train,Ses01F_impro05,Ses01F_impro05_M004,M,Okay.,neutral
train,Ses01F_impro05,Ses01F_impro05_M005,M,Okay.  Great.  I'm really sorry that you had to do that.  What's your last name?  Let's start there.,neutral
train,Ses01F_impro05,Ses01F_impro05_M006,M,Okay.,neutral
train,Ses01F_impro05,Ses01F_impro05_M007,M,all right- okay.  And you lost your bag? Is that- that the issue?,neutral
train,Ses01F_impro05,Ses01F_impro05_M008,M,Uh-huh.,neutral
train,Ses01F_impro05,Ses01F_impro05_M009,M,"Yeah. Yeah, I don't see- I don't see any--",neutral
train,Ses01F_impro05,Ses01F_impro05_M010,M,"I don't see any record of it, and I-usually when I don't see a record of it, that means um-",neutral
train,Ses01F_impro05,Ses01F_impro05_M011,M,"we've mistakenly lost your baggage.  We're very sorry.  On behalf of Jet Blue I would like to apologize for any inconvenience.  I am allowed to issue you a fifty dollar gift card which you can use any future flights you want to take with us.  I'm very sorry, once again...",neutral
train,Ses01F_impro05,Ses01F_impro05_M012,M,"for such an inconvenience and your bag, but",neutral
train,Ses01F_impro05,Ses01F_impro05_M013,M,Yeah.,neutral
train,Ses01F_impro05,Ses01F_impro05_M014,M,"No, no.",neutral
train,Ses01F_impro05,Ses01F_impro05_M015,M,"No, no.  This is real.",neutral
train,Ses01F_impro05,Ses01F_impro05_M016,M,"No.  I'm just giving you money, the bag is gone.  If it's not here, I'm really sorry there is nothing I can do because...",neutral
train,Ses01F_impro05,Ses01F_impro05_M017,M,this is the only track record that we have and if it's not listed here then it's probably not anywhere.,neutral
train,Ses01F_impro05,Ses01F_impro05_M018,M,"Once again, I'm really- I'm really sorry.",undecided
train,Ses01F_impro05,Ses01F_impro05_M019,M,Yes.,neutral
train,Ses01F_impro05,Ses01F_impro05_M020,M,I know.,neutral
train,Ses01F_impro05,Ses01F_impro05_M021,M,"I'm very sorry.  But if you see the sign that's right behind me here, it spells it out really clearly that we are not held liable--",undecided
train,Ses01F_impro05,Ses01F_impro05_M022,M,Okay. Calm-,neutral
train,Ses01F_impro05,Ses01F_impro05_M023,M,"Actually, we are not necessarily liable to give you- to even give you this fifty dollars so... it's actually- it's actually really",neutral
train,Ses01F_impro05,Ses01F_impro05_M024,M,"We are actually not even allowed--  you know, like we don't have to give you this fifty dollars.  We don't have to do that.",neutral
train,Ses01F_impro05,Ses01F_impro05_M025,M,It's a gift.,neutral
train,Ses01F_impro05,Ses01F_impro05_M026,M,"You know, the airlines can not be held responsible for every bag of luggage that comes through here.",neutral
train,Ses01F_impro05,Ses01F_impro05_M027,M,With the amount of--,neutral
train,Ses01F_impro05,Ses01F_impro05_M028,M,"Um, actually, I don't know. I don't know. Oh really?",neutral
train,Ses01F_impro05,Ses01F_impro05_M029,M,Well then maybe you can just call him and he can give you more money.  But right now all I can do--,neutral
train,Ses01F_impro05,Ses01F_impro05_M030,M,"Right now all I can do is just give you this fifty dollars, I'm really sorry.",neutral
train,Ses01F_impro05,Ses01F_impro05_M031,M,Oh.  My name is Sean. Hi.,neutral
train,Ses01F_impro05,Ses01F_impro05_M032,M,"Badge number?  Uh, no.  You can just take my employee number I guess.",surprise
train,Ses01F_impro05,Ses01F_impro05_M033,M,Why?  Have I done something wrong?  Have I given you bad service?  I feel like I have done the best I could.,surprise
train,Ses01F_impro05,Ses01F_impro05_M034,M,"If you want, you can write a letter.  I can give you the address. Yes.  An angry--",neutral
train,Ses01F_impro05,Ses01F_impro05_M035,M,"Or you can make a phone call.  But I think a letter might be a little more-- in my impression, letters have more...",neutral
train,Ses01F_impro06,Ses01F_impro06_F000,F,It's okay.,undecided
train,Ses01F_impro06,Ses01F_impro06_F001,F,"No, no, no.",undecided
train,Ses01F_impro06,Ses01F_impro06_F002,F,No.,sadness
train,Ses01F_impro06,Ses01F_impro06_F003,F,That's sweet.,neutral
train,Ses01F_impro06,Ses01F_impro06_F004,F,Thank you.,neutral
train,Ses01F_impro06,Ses01F_impro06_F005,F,I went to see her headstone a week or two ago.,sadness
train,Ses01F_impro06,Ses01F_impro06_F006,F,"I used to go to cemeteries a lot before she died.  I just, you know, I felt like they were urban oasis, you know, there is always this green in the city.",sadness
train,Ses01F_impro06,Ses01F_impro06_F007,F,So I was like wandering around before.  It takes forever to find her headstone; I always lose it. You know.,sadness
train,Ses01F_impro06,Ses01F_impro06_F008,F,So I was looking at this other one and there was like a piece of candy there and I thought that I would take the candy and put it on her headstone.  And-,sadness
train,Ses01F_impro06,Ses01F_impro06_F009,F,"this woman came up and, you know, it was hers. It was her person that was there.",neutral
train,Ses01F_impro06,Ses01F_impro06_F010,F,"Yeah.  And she was like, that's pathetic, I hope you enjoy it.",sadness
train,Ses01F_impro06,Ses01F_impro06_F011,F,"And I, you know, I mean, I said I was sorry and I brought it back to her kind of and I like put it on the ground and she was like, no, it's fine.  She was like, I would rather have her back, honestly.",sadness
train,Ses01F_impro06,Ses01F_impro06_F012,F,"I don't know.  It just, like, I felt so bad because I shouldn't have done it.  I don't know.  Whatever.",sadness
train,Ses01F_impro06,Ses01F_impro06_F013,F,I don't know.,sadness
train,Ses01F_impro06,Ses01F_impro06_F014,F,At the cemetery?,sadness
train,Ses01F_impro06,Ses01F_impro06_F015,F,couple hours.,sadness
train,Ses01F_impro06,Ses01F_impro06_F016,F,"I brought- I brought Chuck with me. He went to Redlands, yeah, for the day.  We ran through the sprinklers.",neutral
train,Ses01F_impro06,Ses01F_impro06_F017,F,It was hot.[LIPSMACK],undecided
train,Ses01F_impro06,Ses01F_impro06_F018,F,Yeah.  It's huge.  Redlands is an old city so they have lots and lots of stones.,neutral
train,Ses01F_impro06,Ses01F_impro06_F019,F,Yeah.,neutral
train,Ses01F_impro06,Ses01F_impro06_F020,F,"It's weird.  Whenever I go back to town, I think of her.  I mean, it's like ... I mean we grew up together and she died when we were twenty one.  And yeah.  She had cancer, she had two brain tumors.",sadness
